,AgendaId,Agency,Room,Building,Address,City,State,ZipCode,Date,Cancelled,RevisedDate,ContactInformation,CommitteeType,Notes,Acronym,Name,Phone,Id,LongName
99,27350,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-23T15:30:00,true,2017-03-22T13:52:32.9,,Senate Full Committee,,WM,Ways & Means,,456,Senate Ways & Means
100,27342,House,House Hearing Rm D,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-24T10:00:00,true,2017-03-22T15:08:04.443,,House Full Committee,,HE,Higher Education,,12168,House Higher Education
101,27366,House,House Hearing Rm E,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-24T10:00:00,true,2017-03-22T15:44:07.737,,House Full Committee,,SEIT,"State Government, Elections & Information Technology",,20903,"House State Government, Elections & Information Technology"
102,27356,House,House Hearing Rm E,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-23T09:00:00,true,2017-03-22T16:04:56,--------,House Full Committee,,LAWS,Labor & Workplace Standards,,20902,House Labor & Workplace Standards
103,27302,House,House Hearing Rm E,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-23T13:30:00,false,2017-03-23T09:07:01.833,,House Full Committee,,CDHT,"Community Development, Housing & Tribal Affairs",,17361,"House Community Development, Housing & Tribal Affairs"
104,27385,House,House Hearing Rm E,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T10:00:00,false,2017-03-23T09:18:56.873,,House Full Committee,,CDHT,"Community Development, Housing & Tribal Affairs",,17361,"House Community Development, Housing & Tribal Affairs"
105,27424,Senate,Senate Hearing Rm 3,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T13:30:00,false,2017-03-23T09:20:15.37,,Senate Full Committee,"Public testimony will not be taken on gubernatorial appointments, but written feedback can be provided to peter.lindgren@leg.wa.gov and any submissions received will be provided to members at the time of the hearing. Possible executive session on bills heard in committee. Other business.",NRP,Natural Resources & Parks,,17642,Senate Natural Resources & Parks
106,27388,House,House Hearing Rm A,John L. O'Brien Building,"Olympia, WA",Olympia,WA,0,2017-03-28T13:30:00,false,2017-03-23T09:54:51.043,,House Full Committee,,ED,Education,,888,House Education
107,27346,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-23T13:30:00,false,2017-03-23T10:20:27.963,,Senate Full Committee,Other business.,CLS,"Commerce, Labor & Sports",,27461,"Senate Commerce, Labor & Sports"
108,27420,Senate,Senate Hearing Rm 3,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T08:00:00,false,2017-03-23T10:22:16.86,,Senate Full Committee,Other business.,HIE,Higher Education,,17558,Senate Higher Education
109,27410,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T15:30:00,true,2017-03-23T13:11:35.643,,House Full Committee,,TR,Transportation,,3532,House Transportation
110,27329,House,House Hearing Rm A,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-24T08:00:00,true,2017-03-23T13:56:19.763,(360) 786-7155,House Full Committee,,FIN,Finance,,1624,House Finance
111,27392,House,House Hearing Rm A,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-30T08:00:00,false,2017-03-23T14:43:50.473,(360) 786-7155,House Full Committee,,FIN,Finance,,1624,House Finance
112,27425,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T13:30:00,false,2017-03-23T15:07:09.263,,Senate Full Committee,Possible executive session on bills heard in committee. Other business.,LGOV,Local Government,,27462,Senate Local Government
113,27409,House,House Hearing Rm C,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T10:00:00,false,2017-03-23T16:04:02.073,,House Full Committee,,TED,Technology & Economic Development,,17360,House Technology & Economic Development
114,27415,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-27T13:30:00,false,2017-03-23T16:52:17.967,,Senate Full Committee,Possible executive session on bills heard in committee. Other business.,EDU,Early Learning & K-12 Education,,12228,Senate Early Learning & K-12 Education
115,27353,Senate,Senate Hearing Rm 2,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-24T08:00:00,true,2017-03-23T23:51:29.233,,Senate Full Committee,,SGOV,State Government,,27463,Senate State Government
116,27399,House,House Hearing Rm A,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T10:00:00,true,2017-03-24T08:52:25.307,(360) 786-7155,House Full Committee,,JUDI,Judiciary,,902,House Judiciary
117,27309,House,House Hearing Rm C,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-24T10:00:00,false,2017-03-24T09:13:50.563,,House Full Committee,,ELHS,Early Learning & Human Services,,15966,House Early Learning & Human Services
118,27414,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-27T10:00:00,false,2017-03-24T10:31:31.137,--------,Senate Full Committee,Other business.,HLTH,Health Care,,17556,Senate Health Care
119,27421,Senate,Senate Hearing Rm 2,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T10:00:00,false,2017-03-24T10:32:00.017,--------,Senate Full Committee,Other business.,HLTH,Health Care,,17556,Senate Health Care
120,27374,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T10:00:00,false,2017-03-24T13:40:34.333,,House Full Committee,,AGNR,Agriculture & Natural Resources,,8221,House Agriculture & Natural Resources
121,27373,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-29T08:00:00,false,2017-03-24T13:41:02.21,,House Full Committee,,AGNR,Agriculture & Natural Resources,,8221,House Agriculture & Natural Resources
122,27422,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T10:00:00,false,2017-03-24T15:41:04.007,,Senate Full Committee,Other business.,LAW,Law & Justice,,17548,Senate Law & Justice
123,27431,Senate,Senate Hearing Rm 2,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-29T08:00:00,false,2017-03-24T16:23:54.763,,Senate Full Committee,"If draft bills, proposed substitutes, or striking amendments are to be heard, they can be obtained from committee staff or on the committee's website, http://www.leg.wa.gov/Senate/Committees/SGOV/Pages/default.aspx, as soon as they are available. Other business.",SGOV,State Government,,27463,Senate State Government
124,27443,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-29T15:30:00,false,2017-03-24T16:53:00.17,,House Full Committee,,TR,Transportation,,3532,House Transportation
125,27416,Senate,Senate Hearing Rm 2,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-27T13:30:00,false,2017-03-24T17:08:40.897,,Senate Full Committee,"If draft bills, proposed substitutes, or striking amendments are to be heard, they can be obtained from the committee staff or on the committee's web site at: http://leg.wa.gov/Senate/committees/HSMH/Pages/default.aspx. Other business.",HSMH,"Human Services, Mental Health & Housing",,20818,"Senate Human Services, Mental Health & Housing"
126,27434,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-29T13:30:00,true,2017-03-27T09:48:30.963,,Senate Full Committee,,CLS,"Commerce, Labor & Sports",,27461,"Senate Commerce, Labor & Sports"
127,27417,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-27T15:30:00,true,2017-03-27T09:50:18.263,,Senate Full Committee,,WM,Ways & Means,,456,Senate Ways & Means
128,27396,House,House Hearing Rm D,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T08:00:00,true,2017-03-27T10:17:53.123,,House Full Committee,,HE,Higher Education,,12168,House Higher Education
129,27397,House,House Hearing Rm D,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-29T13:30:00,false,2017-03-27T10:19:23.593,,House Full Committee,,HE,Higher Education,,12168,House Higher Education
130,27411,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-27T15:30:00,false,2017-03-27T10:25:28.723,,House Full Committee,,TR,Transportation,,3532,House Transportation
131,27404,House,House Hearing Rm D,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-27T13:30:00,false,2017-03-27T11:27:23.823,,House Full Committee,,PS,Public Safety,,17364,House Public Safety
132,27376,House,House Hearing Rm A,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-27T15:30:00,false,2017-03-27T12:03:26.797,(360) 786-7155,House Full Committee,"PSHB 1067 (Making operating appropriations for the 2015-2017 and 2017-2019 fiscal biennia.), the summary, and the agency detail are available at:  
http://leap.leg.wa.gov/leap/budget/detail/2017/ho1719p.asp",APP,Appropriations,,17366,House Appropriations
133,27418,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-27T15:30:00,false,2017-03-27T14:04:18.78,,Senate Full Committee,"If draft bills, proposed substitutes, or striking amendments are to be heard, they can be obtained from committee staff or on the committee's website, http://www.leg.wa.gov/Senate/Committees/TRAN/Pages/default.aspx, as soon as they are available.  Possible executive session on bills heard in committee.",TRAN,Transportation,,438,Senate Transportation
134,27406,House,House Hearing Rm E,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T08:00:00,true,2017-03-27T14:17:20.45,,House Full Committee,,SEIT,"State Government, Elections & Information Technology",,20903,"House State Government, Elections & Information Technology"
135,27383,House,House Hearing Rm C,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T14:15:00,false,2017-03-27T14:54:46.647,,House Full Committee,,COG,Commerce & Gaming,,20900,House Commerce & Gaming
136,27402,House,House Hearing Rm D,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T10:00:00,false,2017-03-27T15:10:38.95,,House Full Committee,,LG,Local Government,,15971,House Local Government
137,27390,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T13:30:00,false,2017-03-27T15:18:43.543,,House Full Committee,,ENVI,Environment,,15967,House Environment
138,27405,House,House Hearing Rm D,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T13:30:00,false,2017-03-27T15:23:35.997,,House Full Committee,,PS,Public Safety,,17364,House Public Safety
139,27427,Senate,Senate Hearing Rm 2,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T13:30:00,false,2017-03-27T16:30:30.363,,Senate Full Committee,Other business.,HSMH,"Human Services, Mental Health & Housing",,20818,"Senate Human Services, Mental Health & Housing"
140,27407,House,House Hearing Rm E,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-29T13:30:00,true,2017-03-28T07:59:46.993,,House Full Committee,,SEIT,"State Government, Elections & Information Technology",,20903,"House State Government, Elections & Information Technology"
141,27428,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T15:30:00,false,2017-03-28T10:07:00.8,,Senate Full Committee,"The Public Hearing on SB 5086 and SB 5090 will be on the proposed substitute bills which will be available electronically at 1:00 p.m. on March 28, 2017 at  http://leap.leg.wa.gov/leap/archives/index_budgetsp.asp and http://www.leg.wa.gov/Senate/Committees/WM/Pages/default.aspx. If draft bills, proposed substitutes, or striking amendments are to be heard, they can be obtained from committee staff or on the committee's website, http://www.leg.wa.gov/Senate/Committees/WM/Pages/default.aspx, as soon as they are available. Possible executive session on bills heard in committee. Other business.",WM,Ways & Means,,456,Senate Ways & Means
142,27386,House,House Hearing Rm C,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-29T13:30:00,false,2017-03-28T10:14:41.12,,House Full Committee,,ELHS,Early Learning & Human Services,,15966,House Early Learning & Human Services
143,27426,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T13:30:00,false,2017-03-28T10:19:25.327,,Senate Full Committee,"If draft bills, proposed substitutes, or striking amendments are to be heard, they can be obtained from committee staff or on the committee website, http://www.leg.wa.gov/Senate/Committees/EDU/Pages/default.aspx, as soon as they are available. Other business.",EDU,Early Learning & K-12 Education,,12228,Senate Early Learning & K-12 Education
144,27429,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-28T15:30:00,false,2017-03-28T10:32:16.187,,Senate Full Committee,"If draft bills, proposed substitutes, or striking amendments are to be heard, they can be obtained from committee staff or on the committee's website, http://www.leg.wa.gov/Senate/Committees/TRAN/Pages/default.aspx, as soon as they are available.",TRAN,Transportation,,438,Senate Transportation
145,27430,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-29T08:00:00,false,2017-03-28T12:18:47.87,,Senate Full Committee,Other business.,LAW,Law & Justice,,17548,Senate Law & Justice
146,27436,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-29T15:30:00,false,2017-03-28T12:23:09.697,,Senate Full Committee,Possible executive session on bills heard in committee. Other business.,WM,Ways & Means,,456,Senate Ways & Means
147,27384,House,House Hearing Rm E,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-29T08:00:00,true,2017-03-28T14:20:09.413,,House Full Committee,,CDHT,"Community Development, Housing & Tribal Affairs",,17361,"House Community Development, Housing & Tribal Affairs"
148,27432,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-29T08:00:00,true,2017-03-28T15:00:46.56,,Senate Full Committee,,EET,"Energy, Environment & Telecommunications",,17641,"Senate Energy, Environment & Telecommunications"
149,27433,Senate,Senate Hearing Rm 2,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-29T13:30:00,true,2017-03-28T16:31:58.193,,Senate Full Committee,,HSMH,"Human Services, Mental Health & Housing",,20818,"Senate Human Services, Mental Health & Housing"
150,27380,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-30T08:30:00,false,2017-03-28T17:51:27.33,,House Full Committee,,CB,Capital Budget,,965,House Capital Budget
151,27445,House,House Hearing Rm D,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-03-29T12:00:00,false,2017-03-29T08:31:31.493,,House Full Committee,,PS,Public Safety,,17364,House Public Safety
152,27435,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-29T15:30:00,false,2017-03-29T09:14:37.587,,Senate Full Committee,,TRAN,Transportation,,438,Senate Transportation
153,27438,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-30T13:30:00,true,2017-03-29T17:13:54.07,,Senate Full Committee,,TRAN,Transportation,,438,Senate Transportation
154,27440,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-30T15:30:00,true,2017-03-29T17:13:54.133,,Senate Full Committee,,TRAN,Transportation,,438,Senate Transportation
155,27470,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-03T09:00:00,false,2017-03-30T10:22:03.17,,House Full Committee,,CB,Capital Budget,,965,House Capital Budget
156,27437,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-30T13:30:00,false,2017-03-30T10:28:58.33,,Senate Full Committee,Possible executive session on bills heard in committee. Other business.,WM,Ways & Means,,456,Senate Ways & Means
157,27442,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-31T15:30:00,false,2017-03-30T11:15:13.753,,Senate Full Committee,Possible executive session on bills heard in committee. Other business.,WM,Ways & Means,,456,Senate Ways & Means
158,27441,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-03-31T13:00:00,false,2017-03-31T10:42:00.687,,Senate Full Committee,"The meeting will now begin at 1:00 p.m. If draft bills, proposed substitutes, or striking amendments are to be heard, they can be obtained from committee staff or on the committee's website, http://www.leg.wa.gov/Senate/Committees/WM/Pages/default.aspx, as soon as they are available. Possible executive session on bills heard in committee. Other business.",WM,Ways & Means,,456,Senate Ways & Means
159,27455,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-04-03T13:30:00,false,2017-03-31T11:23:33.35,,Senate Full Committee,,TRAN,Transportation,,438,Senate Transportation
160,27459,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-04-03T15:30:00,false,2017-03-31T11:55:55.573,,Senate Full Committee,Possible executive session on bills heard in committee.,TRAN,Transportation,,438,Senate Transportation
161,27377,House,House Hearing Rm A,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-01T09:00:00,false,2017-03-31T13:01:58.793,(360) 786-7155,House Full Committee,,APP,Appropriations,,17366,House Appropriations
162,27478,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-03T11:00:00,true,2017-04-01T21:16:18.257,,House Full Committee,,TR,Transportation,,3532,House Transportation
163,27468,House,House Hearing Rm A,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-03T13:30:00,false,2017-04-03T09:37:07.473,(360) 786-7155,House Full Committee,,APP,Appropriations,,17366,House Appropriations
164,27471,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-04T09:00:00,false,2017-04-03T10:21:25.587,,House Full Committee,,CB,Capital Budget,,965,House Capital Budget
165,27456,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-04-03T13:30:00,false,2017-04-03T12:30:44.297,,Senate Full Committee,Possible executive session on bills heard in committee. Other business.,WM,Ways & Means,,456,Senate Ways & Means
166,27463,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-04-04T13:30:00,true,2017-04-03T16:14:33.543,,Senate Full Committee,,TRAN,Transportation,,438,Senate Transportation
167,27465,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-04-04T15:30:00,true,2017-04-03T16:14:33.59,,Senate Full Committee,,TRAN,Transportation,,438,Senate Transportation
168,27469,House,House Hearing Rm A,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-04T11:00:00,false,2017-04-03T18:30:08.32,(360) 786-7155,House Full Committee,,APP,Appropriations,,17366,House Appropriations
169,27460,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-04-06T12:00:00,false,2017-04-04T09:23:29.117,,Senate Full Committee,"If draft bills, proposed substitutes, or striking amendments are to be heard, they can be obtained from committee staff or on the committee's website, http://www.leg.wa.gov/Senate/Committees/LAW/Pages/default.aspx, as soon as they are available. Other business.",LAW,Law & Justice,,17548,Senate Law & Justice
170,27479,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-04T14:30:00,false,2017-04-04T11:38:51.683,,House Full Committee,,TR,Transportation,,3532,House Transportation
171,27462,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-04-04T13:30:00,false,2017-04-04T13:23:48.67,,Senate Full Committee,Possible executive session on bills heard in committee. Other business.,WM,Ways & Means,,456,Senate Ways & Means
172,27472,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-06T08:00:00,false,2017-04-05T10:00:25.16,,House Full Committee,"The proposed substitute bill will be available electronically on Thursday, April 5, at noon.  The proposed substitute bill is online at the following location: http://leap.leg.wa.gov/leap/budget/detail/2017/hc1719p.asp",CB,Capital Budget,,965,House Capital Budget
173,27477,House,House Hearing Rm A,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-07T08:00:00,true,2017-04-05T14:04:35.943,(360) 786-7155,House Full Committee,,FIN,Finance,,1624,House Finance
174,27461,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-04-06T12:00:00,false,2017-04-05T15:29:41.22,,Senate Full Committee,Possible executive session on bills heard in committee. Other Business.,EET,"Energy, Environment & Telecommunications",,17641,"Senate Energy, Environment & Telecommunications"
175,27476,House,House Hearing Rm A,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-06T09:00:00,false,2017-04-05T16:15:29.86,(360) 786-7155,House Full Committee,,FIN,Finance,,1624,House Finance
176,27496,House,House Hearing Rm E,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-11T09:00:00,false,2017-04-06T15:20:27.99,,House Full Committee,,SEIT,"State Government, Elections & Information Technology",,20903,"House State Government, Elections & Information Technology"
177,27473,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-07T09:00:00,false,2017-04-06T17:32:59.883,,House Full Committee,,CB,Capital Budget,,965,House Capital Budget
178,27497,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-12T08:00:00,false,2017-04-07T10:54:48.55,--------,House Full Committee,,TED,Technology & Economic Development,,17360,House Technology & Economic Development
179,27512,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-10T10:00:00,false,2017-04-07T17:18:33.817,,House Full Committee,,TR,Transportation,,3532,House Transportation
180,27489,House,House Hearing Rm A,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-14T08:00:00,true,2017-04-12T10:25:50.03,(360) 786-7155,House Full Committee,,FIN,Finance,,1624,House Finance
181,27520,House,House Hearing Rm C,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-18T09:00:00,false,2017-04-13T08:32:18.99,,House Full Committee,,ELHS,Early Learning & Human Services,,15966,House Early Learning & Human Services
182,27522,House,House Hearing Rm E,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-18T09:00:00,true,2017-04-14T14:16:58.407,,House Full Committee,,SEIT,"State Government, Elections & Information Technology",,20903,"House State Government, Elections & Information Technology"
183,27549,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-18T10:00:00,false,2017-04-18T08:04:33.303,,House Full Committee,,TR,Transportation,,3532,House Transportation
184,27533,House,House Hearing Rm A,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-21T08:00:00,true,2017-04-18T16:15:00.147,(360) 786-7155,House Full Committee,,FIN,Finance,,1624,House Finance
185,27523,House,House Hearing Rm C,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-19T08:00:00,true,2017-04-18T16:50:32.343,,House Full Committee,,TED,Technology & Economic Development,,17360,House Technology & Economic Development
186,27534,House,House Hearing Rm B,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-04-21T09:00:00,false,2017-04-19T09:43:28.63,,House Full Committee,,CB,Capital Budget,,965,House Capital Budget
187,27551,Joint,Senate Hearing Rm 2,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-04-20T09:00:00,false,2017-04-19T13:56:59.337,--------,Full Committee,,LOHAC,Legislative Oral History Advisory Committee,,22601,Legislative Oral History Advisory Committee
188,27556,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-05-02T09:30:00,false,2017-05-01T10:13:37.08,,Senate Full Committee,Possible executive session on bills heard in committee. Other business.,LAW,Law & Justice,,17548,Senate Law & Justice
189,27554,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-05-02T12:00:00,false,2017-05-01T11:14:08.083,--------,Senate Full Committee,Possible executive session on bills heard in committee. Other business.,HLTH,Health Care,,17556,Senate Health Care
190,27566,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-05-23T12:00:00,true,2017-05-21T14:16:20.47,,Senate Full Committee,,WM,Ways & Means,,456,Senate Ways & Means
191,27572,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-06-12T14:30:00,false,2017-06-09T16:07:50.85,,Senate Full Committee,"If draft bills, proposed substitutes, or striking amendments are to be heard, they can be obtained from the committee staff or on the committee's web site, http://leg.wa.gov/Senate/Committees/EDU/Pages/default.aspx as soon as they are available. 
Other business.",EDU,Early Learning & K-12 Education,,12228,Senate Early Learning & K-12 Education
192,27574,Senate,Senate Hearing Rm 2,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-06-13T08:00:00,false,2017-06-12T08:13:03.8,--------,Senate Full Committee,"The draft bill is posted on the Committee's website at http://www.leg.wa.gov/Senate/Committees/LAW/Pages/default.aspx, and is also available from committee staff. 
Possible executive session on bills heard in committee. Other business.",LAW,Law & Justice,,17548,Senate Law & Justice
193,27570,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-06-14T10:00:00,false,2017-06-12T15:10:34.163,,Senate Full Committee,"Possible executive session on SB 5939 - Promoting a sustainable, local renewable energy industry through modifying renewable energy system tax incentives and providing guidance for renewable energy system component recycling;
Possible executive session on other bills heard in committee. Other business.",EET,"Energy, Environment & Telecommunications",,17641,"Senate Energy, Environment & Telecommunications"
194,27567,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-06-13T11:00:00,false,2017-06-12T17:15:30.47,,Senate Full Committee,Other business.,CLS,"Commerce, Labor & Sports",,27461,"Senate Commerce, Labor & Sports"
195,27571,House,House Hearing Rm C,John L. O'Brien Building,"Olympia, WA",Olympia,WA,98504,2017-06-19T09:00:00,false,2017-06-14T12:00:27.97,,House Full Committee,,COG,Commerce & Gaming,,20900,House Commerce & Gaming
196,27579,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-06-20T13:00:00,false,2017-06-19T15:08:04.107,,Senate Full Committee,Other business.,LAW,Law & Justice,,17548,Senate Law & Justice
197,27569,Joint,House Conference Rooms B15/18,John L. O'Brien Building,"Olympia, WA",Olympia,WA,0,2017-06-20T11:30:00,false,2017-06-20T10:35:29.27,360-786-6140,Executive Committee,,SCPP,"Pension Policy, Select Committee",,-4,"Pension Policy, Select Committee"
198,27587,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-06-29T08:00:00,false,2017-06-28T15:06:09.71,,Senate Full Committee,Other business.,EET,"Energy, Environment & Telecommunications",,17641,"Senate Energy, Environment & Telecommunications"
199,27585,Senate,Senate Hearing Rm 1,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-06-30T08:00:00,true,2017-06-29T10:03:50.91,,Senate Full Committee,,EDU,Early Learning & K-12 Education,,12228,Senate Early Learning & K-12 Education
200,27588,Senate,Senate Hearing Rm 4,J.A. Cherberg Building,"Olympia, WA",Olympia,WA,98504,2017-06-30T08:00:00,false,2017-06-29T18:00:46.547,,Senate Full Committee,Other business.,WM,Ways & Means,,456,Senate Ways & Means
